"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"3";"con_L_UpRight";"default";"approved";"215.43";"304.07";"1192.0";"871.0";"1a";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC UPS";""
"2";"3";"con_L_UpRight";"default";"approved";"238.11";"485.49";"1192.0";"871.0";"1a";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC UPS";""
"3";"6";"con_L_UpRight";"default";"approved";"260.79";"394.78";"1192.0";"871.0";"2";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"4";"6";"con_L_UpRight";"default";"approved";"238.11";"224.7";"1192.0";"871.0";"2";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"5";"10";"con_L_UpRight";"default";"approved";"260.79";"394.78";"1192.0";"871.0";"3";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"6";"10";"con_L_UpRight";"default";"approved";"238.11";"224.7";"1192.0";"871.0";"3";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"7";"19";"con_L_UpRight";"default";"approved";"1009.13";"689.58";"1192.0";"871.0";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"8";"27";"con_L_UpRight";"default";"approved";"260.79";"417.46";"1192.0";"871.0";"7";"104";"= 400";"+ 400SPS";"lamps voltage";"control voltage 24V DC";""
"9";"50";"con_L_UpRight";"default";"approved";"238.11";"224.7";"1192.0";"871.0";"8";"104";"= 400";"+ 400SPS";"magnetc belt adjustment";"control voltage 0-24VDC";""
"10";"50";"con_L_UpRight";"default";"approved";"260.79";"417.46";"1192.0";"871.0";"8";"104";"= 400";"+ 400SPS";"magnetc belt adjustment";"control voltage 0-24VDC";""
"11";"52";"con_L_UpRight";"default";"approved";"260.79";"394.78";"1192.0";"871.0";"9";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"12";"52";"con_L_UpRight";"default";"approved";"238.11";"224.7";"1192.0";"871.0";"9";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"13";"54";"con_L_UpRight";"default";"approved";"136.06";"814.31";"1192.0";"871.0";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"14";"54";"con_L_UpRight";"default";"approved";"544.25";"814.31";"1192.0";"871.0";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"15";"54";"con_L_UpRight";"default";"approved";"963.78";"814.31";"1192.0";"871.0";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"16";"55";"con_L_UpRight";"default";"approved";"136.06";"814.31";"1192.0";"871.0";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"17";"55";"con_L_UpRight";"default";"approved";"612.28";"700.92";"1192.0";"871.0";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"18";"57";"con_L_UpRight";"default";"approved";"102.05";"406.12";"1192.0";"871.0";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"19";"59";"con_L_UpRight";"default";"approved";"941.1";"802.97";"1192.0";"871.0";"15";"104";"= 400";"+ 400SPS";"PLC-system";"PLC-central unit / PLC-I";""
"20";"64";"con_L_UpRight";"default";"approved";"941.1";"802.97";"1192.0";"871.0";"16";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"21";"81";"con_L_UpRight";"default";"approved";"941.1";"802.97";"1192.0";"871.0";"19";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-II";""
"22";"97";"con_L_UpRight";"default";"approved";"805.04";"315.41";"1192.0";"871.0";"23";"104";"= 400";"+ 400SPS";"general";"general signals";""
